SVI_ID,Image Name,Content,Language,Language-full,Longitude,Latitude,Category,full_stree,l_zip,post_type,NTAName
1749,,,,,-73.8467467,40.69499414,,JAMAICA AVE,11421,AVE,Richmond Hill
1750,,,,,-73.84657289,40.69502876,,JAMAICA AVE,11421,AVE,Richmond Hill
1751,brand sign_1751E_.jpg,JEESMART f storage;JEESMART f storage,en,English;English,-73.84639779,40.6950587,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1752,parking regulation sign_1752E_.jpg,WORKS 0001 1011;WORKS 0001 1011,en,English;English,-73.84622035,40.69508014,parking regulation sign;parking regulation sign,JAMAICA AVE,11418,AVE,Richmond Hill
1753,,,,,-73.84604291,40.69510158,,JAMAICA AVE,11418,AVE,Richmond Hill
1754,,,,,-73.84586547,40.69512303,,JAMAICA AVE,11418,AVE,Richmond Hill
1755,,,,,-73.84568803,40.69514447,,JAMAICA AVE,11418,AVE,Richmond Hill
1756,one way sign_1756E_.jpg;brand sign_1756E_2.jpg,ONE 7;LAUNDROMAT DROP OFF SERVICE 718-441-4690;ONE 7;LAUNDROMAT DROP OFF SERVICE 718-441-4690,en;en,English;English;English;English,-73.84551059,40.69516591,one way sign;brand sign;one way sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1757,,,,,-73.84533234,40.69518024,,JAMAICA AVE,11418,AVE,Richmond Hill
1758,brand sign_1758E_.jpg,HOME COOKIN.;HOME COOKIN.,en,English;English,-73.8451527,40.69518225,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1759,,,,,-73.84497305,40.69518426,,JAMAICA AVE,11418,AVE,Richmond Hill
1760,brand sign_1760E_3.jpg,NTS . FANTASY SPORTS • EAT DRINK;NTS . FANTASY SPORTS • EAT DRINK,en,English;English,-73.84479341,40.69518628,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1761,brand sign_1761E_.jpg,BAR . FOOD BIRTHDAY;BAR . FOOD BIRTHDAY,en,English;English,-73.84461376,40.69518829,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1762,brand sign_1762E_2.jpg;brand sign_1762E_3.jpg;brand sign_1762E_.jpg,GRAND OPENING;UNIFORMS;UNIFORMS uniforms POLICE FIRE SECURITY PARKS E.M.S. term saicinal EQUIPMENT SUPPLIES;GRAND OPENING;UNIFORMS;UNIFORMS uniforms POLICE FIRE SECURITY PARKS E.M.S. term saicinal EQUIPMENT SUPPLIES,en;en;en,English;English;English;English;English;English,-73.84443412,40.6951903,brand sign;brand sign;brand sign;brand sign;brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1763,brand sign_1763E_2.jpg;brand sign_1763E_.jpg,EANERS;RICHMOND CHMOND HILL ORAL SURGERY 70-005-1000 2-12;EANERS;RICHMOND CHMOND HILL ORAL SURGERY 70-005-1000 2-12,en;en,English;English;English;English,-73.84425448,40.69519231,brand sign;brand sign;brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1764,brand sign_1764E_.jpg;brand sign_1764E_2.jpg,INSTITUTE;MOND HILL ORA SURG 000;INSTITUTE;MOND HILL ORA SURG 000,en;en,English;English;English;English,-73.84407483,40.69519433,brand sign;brand sign;brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1765,brand sign_1765E_3.jpg;parking regulation sign_1765E_.jpg,"A&H Distributors, I WHOLESALE UPHOLSTERY CUSTOM CANING & LITE UPHOLSTERY VINYL CLEAR PLASTICS STAPL 718-846-3220;AN www;A&H Distributors, I WHOLESALE UPHOLSTERY CUSTOM CANING & LITE UPHOLSTERY VINYL CLEAR PLASTICS STAPL 718-846-3220;AN www",en;en,English;English;English;English,-73.84389519,40.69519634,brand sign;parking regulation sign;brand sign;parking regulation sign,JAMAICA AVE,11418,AVE,Richmond Hill
1766,brand sign_1766E_4.jpg;brand sign_1766E_3.jpg,(8GM DELI TAQUERIA ME Uber 102-42 Jamaica Ave FREE DELIVERY;THE KINGS ELECTRIC SCOOTERS ++;(8GM DELI TAQUERIA ME Uber 102-42 Jamaica Ave FREE DELIVERY;THE KINGS ELECTRIC SCOOTERS ++,en;en,English;English;English;English,-73.84371555,40.69519835,brand sign;brand sign;brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1767,,,,,-73.8435359,40.69520037,,JAMAICA AVE,11418,AVE,Richmond Hill
1768,,,,,-73.84335634,40.69520439,,JAMAICA AVE,11418,AVE,Richmond Hill
1769,,,,,-73.84317683,40.69521017,,JAMAICA AVE,11418,AVE,Richmond Hill
1770,,,,,-73.84299733,40.69521594,,JAMAICA AVE,11418,AVE,Richmond Hill
1771,brand sign_1771E_2.jpg,1.10 . BOBI PET Grooming & Supplies 740;1.10 . BOBI PET Grooming & Supplies 740,en,English;English,-73.84281775,40.69522004,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1772,brand sign_1772E_.jpg,"Rank's Driving School 718-849-3400 104,20 la;Rank's Driving School 718-849-3400 104,20 la",en,English;English,-73.84263815,40.69522358,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1773,parking regulation sign_1773E_.jpg,2 my;2 my,en,English;English,-73.84245855,40.69522711,parking regulation sign;parking regulation sign,JAMAICA AVE,11418,AVE,Richmond Hill
1774,,,,,-73.84227894,40.69523065,,JAMAICA AVE,11418,AVE,Richmond Hill
1775,,,,,-73.84209934,40.69523419,,JAMAICA AVE,11418,AVE,Richmond Hill
1776,brand sign_1776E_.jpg,LOCKMAN SECURITY SYSTEMS The L.O.C.K·M·A·N INTERCOMS +LOCKS CTV DOORS GATES MAILBOXES CARD ACCESS ALARMS sid;LOCKMAN SECURITY SYSTEMS The L.O.C.K·M·A·N INTERCOMS +LOCKS CTV DOORS GATES MAILBOXES CARD ACCESS ALARMS sid,en,English;English,-73.84192031,40.69524429,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1777,,,,,-73.84174165,40.69525876,,JAMAICA AVE,11418,AVE,Richmond Hill
1778,,,,,-73.841563,40.69527323,,JAMAICA AVE,11418,AVE,Richmond Hill
1779,brand sign_1779E_.jpg,"ABBYDEK MILY MEDICAL PRACTICE, P.C. COMPREHE VE CARE FOR THE ENTIRE FAMILY;ABBYDEK MILY MEDICAL PRACTICE, P.C. COMPREHE VE CARE FOR THE ENTIRE FAMILY",en,English;English,-73.84138434,40.69528769,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1780,brand sign_1780E_2.jpg,105-24 Vietor Rodricas NTC Master Plumber #2743 Plumbing & Heating Inc. US FOR ALL YOUR PLUMBING & HEATING NEEDS 718-850-7066;105-24 Vietor Rodricas NTC Master Plumber #2743 Plumbing & Heating Inc. US FOR ALL YOUR PLUMBING & HEATING NEEDS 718-850-7066,en,English;English,-73.84120569,40.69530216,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1781,brand sign_1781E_3.jpg,& WASH! 917-853-9997;& WASH! 917-853-9997,en,English;English,-73.84102807,40.69532253,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1782,,,,,-73.84085068,40.69534423,,JAMAICA AVE,11418,AVE,Richmond Hill
1783,brand sign_1783E_2.jpg;brand sign_1783E_.jpg,bout T. O.T. Services;www.trishm;bout T. O.T. Services;www.trishm,en;en,English;English;English;English,-73.84067329,40.69536592,brand sign;brand sign;brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1784,,,,,-73.8404959,40.6953876,,JAMAICA AVE,11418,AVE,Richmond Hill
1785,brand sign_1785E_3.jpg;brand sign_1785E_2.jpg;brand sign_1785E_.jpg,HYSICAL THERAPY & REHABILITATION ALL MAJOR INSURANCE ACCEPTED VIDTHCSERCE 107-04;EXPERT PHARMACY;718-850- FREE PICK UP & DELIVERY PRMACY WELCOMES DALES PHARMACY CUSTOMERS editat pofty & phmach;HYSICAL THERAPY & REHABILITATION ALL MAJOR INSURANCE ACCEPTED VIDTHCSERCE 107-04;EXPERT PHARMACY;718-850- FREE PICK UP & DELIVERY PRMACY WELCOMES DALES PHARMACY CUSTOMERS editat pofty & phmach,en;en;en,English;English;English;English;English;English,-73.84031926,40.69541187,brand sign;brand sign;brand sign;brand sign;brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1786,,,,,-73.84014619,40.69544857,,JAMAICA AVE,11418,AVE,Richmond Hill
1787,brand sign_1787E_2.jpg,Jamaica;Jamaica,en,English;English,-73.83997311,40.69548527,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1788,brand sign_1788E_2.jpg,Beauty Salon J;Beauty Salon J,en,English;English,-73.83980004,40.69552197,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1789,one way sign_1789E_.jpg;street name sign_1789E_.jpg,ONE WAY;Jamaica;ONE WAY;Jamaica,en;en,English;English;English;English,-73.83962771,40.69556029,one way sign;street name sign;one way sign;street name sign,JAMAICA AVE,11418,AVE,Richmond Hill
1790,brand sign_1790E_.jpg,JG PHARMACY 718-480-8484718-480 183;JG PHARMACY 718-480-8484718-480 183,en,English;English,-73.83946277,40.69561441,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1791,,,,,-73.83930152,40.69567472,,JAMAICA AVE,11418,AVE,Richmond Hill
1792,brand sign_1792E_.jpg,"SPREET SINGH A FFICE OF J OFFICE OF HECTOR 1. ROMAN, P.C.;SPREET SINGH A FFICE OF J OFFICE OF HECTOR 1. ROMAN, P.C.",en,English;English,-73.83914028,40.69573503,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1793,brand sign_1793E_.jpg,- & ht Grocery-;- & ht Grocery-,en,English;English,-73.83897903,40.69579534,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1794,,,,,-73.83881779,40.69585566,,JAMAICA AVE,11418,AVE,Richmond Hill
1795,,,,,-73.83867091,40.69593381,,JAMAICA AVE,11418,AVE,Richmond Hill
1796,,,,,-73.83852744,40.69601613,,JAMAICA AVE,11418,AVE,Richmond Hill
1797,brand sign_1797E_.jpg;brand sign_1797E_2.jpg,JAMAICA LETTER CARRIERS BRANCH 562 109-16 Call;LAW OFFICE MICHAELD RIBOWSKY;JAMAICA LETTER CARRIERS BRANCH 562 109-16 Call;LAW OFFICE MICHAELD RIBOWSKY,en;en,English;English;English;English,-73.83838403,40.69609849,brand sign;brand sign;brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1798,,,,,-73.83824061,40.69618086,,JAMAICA AVE,11418,AVE,Richmond Hill
1799,,,,,-73.83809719,40.69626322,,JAMAICA AVE,11418,AVE,Richmond Hill
1800,,,,,-73.83795822,40.69634969,,JAMAICA AVE,11418,AVE,Richmond Hill
1801,brand sign_1801E_3.jpg,"RICHMOND HILL DA BLOCK ASSOCIATION Your ""ONE STOP"" Community Center (71%) 849-3759 E-Mail: RIBAworldnet.atta;RICHMOND HILL DA BLOCK ASSOCIATION Your ""ONE STOP"" Community Center (71%) 849-3759 E-Mail: RIBAworldnet.atta",en,English;English,-73.83782581,40.6964421,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1802,,,,,-73.83769433,40.6965353,,JAMAICA AVE,11418,AVE,Richmond Hill
1803,brand sign_1803E_.jpg,"Femily Practice AM DYNpo ""P ear tons ""M Natal Conting MEDICAL OFFICE Dr. Natalya Rodionova Tel: 805-1400 Walk-ins Welcome 18-c They agement | Physical Therapy Theapestic Mag Cafu T WE ACCEPT MON CLUDESNOHULT;Femily Practice AM DYNpo ""P ear tons ""M Natal Conting MEDICAL OFFICE Dr. Natalya Rodionova Tel: 805-1400 Walk-ins Welcome 18-c They agement | Physical Therapy Theapestic Mag Cafu T WE ACCEPT MON CLUDESNOHULT",en,English;English,-73.83756285,40.69662849,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1804,for lease sign_1804E_.jpg,Habla mos Espanol (18)659 -0400 Car;Habla mos Espanol (18)659 -0400 Car,es,Spanish;Spanish,-73.83743137,40.69672168,for lease sign;for lease sign,JAMAICA AVE,11418,AVE,Richmond Hill
1805,speed limit sign_1805E_.jpg,CUTE SPEE LIME 25 PM;CUTE SPEE LIME 25 PM,en,English;English,-73.83729989,40.69681487,speed limit sign;speed limit sign,JAMAICA AVE,11418,AVE,Richmond Hill
1806,,,,,-73.83716751,40.6969073,,JAMAICA AVE,11418,AVE,Richmond Hill
1807,,,,,-73.8370323,40.69699734,,JAMAICA AVE,11418,AVE,Richmond Hill
1808,brand sign_1808E_.jpg,QUEENS PROFESSIONAL MEDICAL CARE;QUEENS PROFESSIONAL MEDICAL CARE,en,English;English,-73.83689708,40.69708738,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1809,brand sign_1809E_.jpg,hetro T Mobile;hetro T Mobile,en,English;English,-73.83676187,40.69717743,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1810,,,,,-73.83662665,40.69726747,,JAMAICA AVE,11418,AVE,Richmond Hill
1811,,,,,-73.83649144,40.69735751,,JAMAICA AVE,11418,AVE,Richmond Hill
1812,,,,,-73.83635393,40.69744545,,JAMAICA AVE,11418,AVE,Richmond Hill
1813,brand sign_1813E_.jpg,0 One date;0 One date,en,English;English,-73.83621255,40.69752982,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1814,,,,,-73.83607116,40.69761419,,JAMAICA AVE,11418,AVE,Richmond Hill
1815,,,,,-73.83592977,40.69769856,,JAMAICA AVE,11418,AVE,Richmond Hill
1816,,,,,-73.83578838,40.69778292,,JAMAICA AVE,11418,AVE,Richmond Hill
1817,,,,,-73.83564533,40.69786557,,JAMAICA AVE,11418,AVE,Richmond Hill
1818,brand sign_1818E_.jpg,Jumbo Chinese Kitchen;Jumbo Chinese Kitchen,en,English;English,-73.83549705,40.69794278,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1819,,,,,-73.83534877,40.69801999,,JAMAICA AVE,11418,AVE,Richmond Hill
1820,parking regulation sign_1820E_.jpg,CHERIE;CHERIE,en,English;English,-73.83520049,40.6980972,parking regulation sign;parking regulation sign,JAMAICA AVE,11418,AVE,Richmond Hill
1821,for lease sign_1821E_.jpg,OFFICE FOR RENT 1750 sq/FT. 2nd FL. PARKING SPACE FOR RENT TEL: 718-441- 6400 ARCHES-12-281;OFFICE FOR RENT 1750 sq/FT. 2nd FL. PARKING SPACE FOR RENT TEL: 718-441- 6400 ARCHES-12-281,en,English;English,-73.8350522,40.69817441,for lease sign;for lease sign,JAMAICA AVE,11418,AVE,Richmond Hill
1822,,,,,-73.83490392,40.69825162,,JAMAICA AVE,11418,AVE,Richmond Hill
1823,brand sign_1823E_.jpg,114-02 PHARM 718.480.6534;114-02 PHARM 718.480.6534,en,English;English,-73.83475816,40.69833151,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1824,,,,,-73.83461406,40.69841318,,JAMAICA AVE,11418,AVE,Richmond Hill
1825,for lease sign_1825E_.jpg,FIRST HOME HOME OWNERSHIP ST www.Firsthomeny. 114-12 Jamaica Ave.;FIRST HOME HOME OWNERSHIP ST www.Firsthomeny. 114-12 Jamaica Ave.,en,English;English,-73.83446995,40.69849484,for lease sign;for lease sign,JAMAICA AVE,11418,AVE,Richmond Hill
1826,,,,,-73.83432585,40.69857651,,JAMAICA AVE,11418,AVE,Richmond Hill
1827,,,,,-73.83418175,40.69865817,,JAMAICA AVE,11418,AVE,Richmond Hill
1828,brand sign_1828E_.jpg,CRUNCH;CRUNCH,en,English;English,-73.83403585,40.69873791,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1829,brand sign_1829E_2.jpg;brand sign_1829E_.jpg,AR TREE;CRUNCH;AR TREE;CRUNCH,en;en,English;English;English;English,-73.83388698,40.69881446,brand sign;brand sign;brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1830,,,,,-73.8337381,40.69889101,,JAMAICA AVE,11418,AVE,Richmond Hill
1831,brand sign_1831E_.jpg,40 600 SOLE PUR SPECIALTY For;40 600 SOLE PUR SPECIALTY For,en,English;English,-73.83358923,40.69896755,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1832,,,,,-73.83344035,40.6990441,,JAMAICA AVE,11418,AVE,Richmond Hill
1833,,,,,-73.83329192,40.69912113,,JAMAICA AVE,11418,AVE,Richmond Hill
1834,,,,,-73.83314703,40.69920196,,JAMAICA AVE,11418,AVE,Richmond Hill
1835,brand sign_1835E_3.jpg,"OUSEHOLD* FURNITURE LINGERIE ETC. DREAMCOSTAR SUPER VALUE STORE INC. SUPER VALUE CA AVE, 116-10 JAMAI;OUSEHOLD* FURNITURE LINGERIE ETC. DREAMCOSTAR SUPER VALUE STORE INC. SUPER VALUE CA AVE, 116-10 JAMAI",en,English;English,-73.83300256,40.69928325,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1836,brand sign_1836E_.jpg;brand sign_1836E_2.jpg;brand sign_1836E_3.jpg,"St;BAR 718-849-7936;215-1888 PAIN MANAGEMENT SPORTS MEDICINE JEFFREY CHACKO, M.D.;St;BAR 718-849-7936;215-1888 PAIN MANAGEMENT SPORTS MEDICINE JEFFREY CHACKO, M.D.",en;en;en,English;English;English;English;English;English,-73.83285809,40.69936455,brand sign;brand sign;brand sign;brand sign;brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1837,brand sign_1837E_2.jpg;brand sign_1837E_.jpg,Dutch Boy Paints HOME PAINT & WALLPAPER;RESTAURANT FREE DELIVERY 8-849-9636;Dutch Boy Paints HOME PAINT & WALLPAPER;RESTAURANT FREE DELIVERY 8-849-9636,en;en,English;English;English;English,-73.83271362,40.69944584,brand sign;brand sign;brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1838,do not enter sign_1838E_.jpg,DO NOT ENTER;DO NOT ENTER,en,English;English,-73.83256611,40.69952359,do not enter sign;do not enter sign,JAMAICA AVE,11418,AVE,Richmond Hill
1839,brand sign_1839E_.jpg,TER 순;TER 순,ko,Korean;Korean,-73.83246889,40.69960961,brand sign;brand sign,JAMAICA AVE,11418,AVE,Richmond Hill
1840,for lease sign_1840E_.jpg,TIST 5555 K COSMETIC DENTISTRY Dong PODO D 3 2022 hungle ROOT CANAL D CHILDREN & ADULTS OPEN SUNDAY U Pana 566 90 MO yenia's Blo CA 26 DENTISTRY 718) 847-5555 Ⓒ Google;TIST 5555 K COSMETIC DENTISTRY Dong PODO D 3 2022 hungle ROOT CANAL D CHILDREN & ADULTS OPEN SUNDAY U Pana 566 90 MO yenia's Blo CA 26 DENTISTRY 718) 847-5555 Ⓒ Google,en,English;English,-73.83252194,40.69974025,for lease sign;for lease sign,117 ST,11418,ST,Richmond Hill
1841,brand sign_1841E_.jpg,TEETH WHI;TEETH WHI,en,English;English,-73.83257499,40.69987089,brand sign;brand sign,117 ST,11418,ST,Richmond Hill
1842,do not enter sign_1842E_.jpg,DO NOT ENTER;DO NOT ENTER,en,English;English,-73.83262804,40.70000153,do not enter sign;do not enter sign,117 ST,11418,ST,Richmond Hill
1843,do not enter sign_1843E_.jpg,DO NOT ENTER;DO NOT ENTER,en,English;English,-73.83266182,40.700132,do not enter sign;do not enter sign,HILLSIDE AVE,11418,AVE,Richmond Hill
1844,do not enter sign_1844E_.jpg,DO NOT ENTER;DO NOT ENTER,en,English;English,-73.83260483,40.70026167,do not enter sign;do not enter sign,HILLSIDE AVE,11418,AVE,Richmond Hill
1845,,,,,-73.83254783,40.70039135,,HILLSIDE AVE,11418,AVE,Richmond Hill
1846,brand sign_1846E_.jpg,MERCY DRIVE IN Services for individuals with Developmental Disal very Life Have Hope;MERCY DRIVE IN Services for individuals with Developmental Disal very Life Have Hope,en,English;English,-73.83249084,40.70052102,brand sign;brand sign,HILLSIDE AVE,11418,AVE,Richmond Hill
1847,brand sign_1847E_.jpg;parking regulation sign_1847E_.jpg,NO STOPPING ANYTIME;NO STOPPING ANYTIME;NO STOPPING ANYTIME;NO STOPPING ANYTIME,en;en,English;English;English;English,-73.83241926,40.70064563,brand sign;parking regulation sign;brand sign;parking regulation sign,HILLSIDE AVE,11418,AVE,Richmond Hill
1848,,,,,-73.832328,40.70076341,,HILLSIDE AVE,11418,AVE,Richmond Hill
1849,,,,,-73.83222579,40.70087571,,HILLSIDE AVE,11418,AVE,Richmond Hill
1850,,,,,-73.83210186,40.70097406,,HILLSIDE AVE,11418,AVE,Richmond Hill
1851,,,,,-73.83197101,40.70106776,,HILLSIDE AVE,11418,AVE,Richmond Hill
1852,,,,,-73.83184016,40.70116145,,HILLSIDE AVE,11418,AVE,Richmond Hill
1853,,,,,-73.83170931,40.70125515,,HILLSIDE AVE,11418,AVE,Richmond Hill
1854,,,,,-73.83157846,40.70134885,,LEFFERTS BLVD,11418,BLVD,Richmond Hill
1855,,,,,-73.83142532,40.70141404,,HILLSIDE AVE,11418,AVE,Kew Gardens
1856,brand sign_1856E_3.jpg;brand sign_1856E_2.jpg;brand sign_1856E_.jpg,STRIKING 101 MIXED MA BOXING DUTCH KICKBOXING Classes for Men Women & Children 718-559-;UP DUNKIN' DONUTS;TLC 88-11 Knowledge Seek TAXI SCI (718)790-2;STRIKING 101 MIXED MA BOXING DUTCH KICKBOXING Classes for Men Women & Children 718-559-;UP DUNKIN' DONUTS;TLC 88-11 Knowledge Seek TAXI SCI (718)790-2,en;en;en,English;English;English;English;English;English,-73.83125471,40.70145691,brand sign;brand sign;brand sign;brand sign;brand sign;brand sign,HILLSIDE AVE,11418,AVE,Kew Gardens
1857,,,,,-73.83108411,40.70149977,,HILLSIDE AVE,11418,AVE,Richmond Hill
1858,,,,,-73.8309135,40.70154264,,HILLSIDE AVE,11418,AVE,Richmond Hill
1859,,,,,-73.8307429,40.70158551,,HILLSIDE AVE,11418,AVE,Richmond Hill
1860,,,,,-73.83057229,40.70162838,,HILLSIDE AVE,11418,AVE,Richmond Hill
1861,,,,,-73.83040169,40.70167126,,HILLSIDE AVE,11418,AVE,Richmond Hill
1862,,,,,-73.8302311,40.70171415,,HILLSIDE AVE,11418,AVE,Richmond Hill
1863,,,,,-73.8300605,40.70175703,,HILLSIDE AVE,11418,AVE,Richmond Hill
1864,,,,,-73.8298899,40.70179991,,HILLSIDE AVE,11418,AVE,Richmond Hill
1865,,,,,-73.8297193,40.7018428,,HILLSIDE AVE,11418,AVE,Richmond Hill
1866,brand sign_1866E_.jpg,"""Providing Quality Healthcare to All BEST MEDICAL CARE, PC www.carebmc.com 718E;""Providing Quality Healthcare to All BEST MEDICAL CARE, PC www.carebmc.com 718E",en,English;English,-73.82954869,40.70188565,brand sign;brand sign,HILLSIDE AVE,11418,AVE,Richmond Hill
1867,brand sign_1867E_2.jpg,"Providing Quality C BEST MEDICAL CARE, PC www.carebmc.com 715-350-16;Providing Quality C BEST MEDICAL CARE, PC www.carebmc.com 715-350-16",en,English;English,-73.82937809,40.70192853,brand sign;brand sign,HILLSIDE AVE,11418,AVE,Richmond Hill
1868,,,,,-73.82920749,40.70197141,,HILLSIDE AVE,11418,AVE,Richmond Hill
1869,,,,,-73.82903689,40.70201429,,HILLSIDE AVE,11418,AVE,Richmond Hill
1870,,,,,-73.82886629,40.70205717,,HILLSIDE AVE,11418,AVE,Richmond Hill
1871,,,,,-73.82869639,40.70210163,,HILLSIDE AVE,11418,AVE,Richmond Hill
1872,,,,,-73.82852659,40.70214629,,HILLSIDE AVE,11418,AVE,Kew Gardens
1873,,,,,-73.82835678,40.70219096,,HILLSIDE AVE,11418,AVE,Kew Gardens
1874,,,,,-73.82818697,40.70223562,,HILLSIDE AVE,11418,AVE,Kew Gardens
1875,,,,,-73.82801716,40.70228028,,HILLSIDE AVE,11418,AVE,Kew Gardens
1876,,,,,-73.82784697,40.70232408,,HILLSIDE AVE,11418,AVE,Kew Gardens
1877,,,,,-73.82767653,40.70236732,,HILLSIDE AVE,11418,AVE,Kew Gardens
1878,,,,,-73.82750609,40.70241057,,HILLSIDE AVE,11418,AVE,Kew Gardens
1879,,,,,-73.82733565,40.70245382,,HILLSIDE AVE,11418,AVE,Kew Gardens
1880,do not enter sign_1880E_.jpg,DO NOT ENTER SC;DO NOT ENTER SC,en,English;English,-73.82716521,40.70249707,do not enter sign;do not enter sign,HILLSIDE AVE,11418,AVE,Kew Gardens
1881,,,,,-73.82699471,40.70254018,,HILLSIDE AVE,11418,AVE,Kew Gardens
1882,,,,,-73.82682413,40.70258309,,HILLSIDE AVE,11418,AVE,Kew Gardens
1883,,,,,-73.82665354,40.702626,,HILLSIDE AVE,11418,AVE,Kew Gardens
1884,,,,,-73.82648295,40.70266891,,HILLSIDE AVE,11418,AVE,Kew Gardens
1885,,,,,-73.82631236,40.70271182,,HILLSIDE AVE,11418,AVE,Kew Gardens
1886,,,,,-73.82614178,40.70275473,,HILLSIDE AVE,11418,AVE,Kew Gardens
1887,one way sign_1887E_.jpg,ONE WAY;ONE WAY,en,English;English,-73.82597116,40.70279755,one way sign;one way sign,HILLSIDE AVE,11418,AVE,Kew Gardens
1888,,,,,-73.82580051,40.70284033,,HILLSIDE AVE,11418,AVE,Kew Gardens
1889,,,,,-73.82562987,40.70288311,,HILLSIDE AVE,11418,AVE,Kew Gardens
1890,,,,,-73.82545922,40.70292588,,HILLSIDE AVE,11418,AVE,Kew Gardens
1891,street name sign_1891E_.jpg,Hillside A M;Hillside A M,en,English;English,-73.82528858,40.70296866,street name sign;street name sign,HILLSIDE AVE,11418,AVE,Kew Gardens
1892,,,,,-73.82511813,40.70301188,,HILLSIDE AVE,11418,AVE,Kew Gardens
1893,,,,,-73.82494806,40.70305597,,HILLSIDE AVE,11418,AVE,Kew Gardens
1894,,,,,-73.824778,40.70310007,,HILLSIDE AVE,11418,AVE,Kew Gardens
1895,,,,,-73.82460794,40.70314416,,HILLSIDE AVE,11418,AVE,Kew Gardens
1896,,,,,-73.82443787,40.70318826,,HILLSIDE AVE,11418,AVE,Kew Gardens
1897,street name sign_1897E_2.jpg;street name sign_1897E_.jpg;school crossing sign_1897E_.jpg,Hillside;127 St;15 SCHOOL;Hillside;127 St;15 SCHOOL,en;en;en,English;English;English;English;English;English,-73.82426781,40.70323236,street name sign;street name sign;school crossing sign;street name sign;street name sign;school crossing sign,HILLSIDE AVE,11418,AVE,Kew Gardens
1898,,,,,-73.82409787,40.70327673,,HILLSIDE AVE,11418,AVE,Kew Gardens
1899,,,,,-73.82392793,40.70332109,,HILLSIDE AVE,11418,AVE,Kew Gardens
1900,,,,,-73.82375799,40.70336546,,HILLSIDE AVE,11418,AVE,Kew Gardens
1901,,,,,-73.82358804,40.70340982,,HILLSIDE AVE,11418,AVE,Kew Gardens
1902,,,,,-73.8234181,40.70345418,,HILLSIDE AVE,11418,AVE,Kew Gardens
1903,brand sign_1903E_.jpg,SUPPLY SERANE EQUTMENT PAMELBOARDS LOAD CENTERS PIKE WIRE CABLE VIKING DNOTOR TRAM;SUPPLY SERANE EQUTMENT PAMELBOARDS LOAD CENTERS PIKE WIRE CABLE VIKING DNOTOR TRAM,en,English;English,-73.82324663,40.70349493,brand sign;brand sign,HILLSIDE AVE,11418,AVE,Kew Gardens
